Source,Target,Type,Id,Label,timeset,Weight,airline,aid,s,d,codeshare,stops,equipment
2965,2990,Directed,270652,,,1,2B,410,AER,KZN,,0,CR2
2966,2990,Directed,270653,,,1,2B,410,ASF,KZN,,0,CR2
2966,2962,Directed,270654,,,1,2B,410,ASF,MRV,,0,CR2
2968,2990,Directed,270655,,,1,2B,410,CEK,KZN,,0,CR2
2968,4078,Directed,270656,,,1,2B,410,CEK,OVB,,0,CR2
4029,2990,Directed,270657,,,1,2B,410,DME,KZN,,0,CR2
4029,6969,Directed,270658,,,1,2B,410,DME,NBC,,0,CR2
4029,6160,Directed,270660,,,1,2B,410,DME,UUA,,0,CR2
6156,2952,Directed,270661,,,1,2B,410,EGO,KGD,,0,CR2
6156,2990,Directed,270662,,,1,2B,410,EGO,KZN,,0,CR2
2922,6969,Directed,270663,,,1,2B,410,GYD,NBC,,0,CR2
2952,6156,Directed,270664,,,1,2B,410,KGD,EGO,,0,CR2
2990,2965,Directed,270665,,,1,2B,410,KZN,AER,,0,CR2
2990,2966,Directed,270666,,,1,2B,410,KZN,ASF,,0,CR2
2990,2968,Directed,270667,,,1,2B,410,KZN,CEK,,0,CR2
2990,4029,Directed,270668,,,1,2B,410,KZN,DME,,0,CR2
2990,6156,Directed,270669,,,1,2B,410,KZN,EGO,,0,CR2
2990,2948,Directed,270670,,,1,2B,410,KZN,LED,,0,CR2
2990,2975,Directed,270671,,,1,2B,410,KZN,SVX,,0,CR2
2948,2990,Directed,270672,,,1,2B,410,LED,KZN,,0,CR2
2948,6969,Directed,270673,,,1,2B,410,LED,NBC,,0,CR2
2948,6160,Directed,270674,,,1,2B,410,LED,UUA,,0,CR2
2962,2966,Directed,270675,,,1,2B,410,MRV,ASF,,0,CR2
6969,4029,Directed,270676,,,1,2B,410,NBC,DME,,0,CR2
6969,2922,Directed,270677,,,1,2B,410,NBC,GYD,,0,CR2
6969,2948,Directed,270678,,,1,2B,410,NBC,LED,,0,CR2
6969,2975,Directed,270679,,,1,2B,410,NBC,SVX,,0,CR2
2972,2975,Directed,270680,,,1,2B,410,NJC,SVX,,0,CR2
2972,6160,Directed,270681,,,1,2B,410,NJC,UUA,,0,CR2
4364,2975,Directed,270682,,,1,2B,410,NUX,SVX,,0,CR2
4078,2968,Directed,270683,,,1,2B,410,OVB,CEK,,0,CR2
4078,2975,Directed,270684,,,1,2B,410,OVB,SVX,,0,CR2
2975,2990,Directed,270685,,,1,2B,410,SVX,KZN,,0,CR2
2975,6969,Directed,270686,,,1,2B,410,SVX,NBC,,0,CR2
2975,2972,Directed,270687,,,1,2B,410,SVX,NJC,,0,CR2
2975,4364,Directed,270688,,,1,2B,410,SVX,NUX,,0,CR2
2975,4078,Directed,270689,,,1,2B,410,SVX,OVB,,0,CR2
6160,4029,Directed,270691,,,1,2B,410,UUA,DME,,0,CR2
6160,2948,Directed,270692,,,1,2B,410,UUA,LED,,0,CR2
6160,2972,Directed,270693,,,1,2B,410,UUA,NJC,,0,CR2
2936,2937,Directed,270694,,,1,2G,1654,BTK,IKT,,0,A81
2936,4078,Directed,270695,,,1,2G,1654,BTK,OVB,,0,A81
2968,4078,Directed,270696,,,1,2G,1654,CEK,OVB,,0,A81
2935,2937,Directed,270697,,,1,2G,1654,HTA,IKT,,0,AN4
2937,2936,Directed,270698,,,1,2G,1654,IKT,BTK,,0,A81
2937,2935,Directed,270699,,,1,2G,1654,IKT,HTA,,0,AN4
2937,8944,Directed,270701,,,1,2G,1654,IKT,ODO,,0,AN4
2937,4078,Directed,270702,,,1,2G,1654,IKT,OVB,,0,A81
2937,6924,Directed,270703,,,1,2G,1654,IKT,UKX,,0,AN4
2937,9026,Directed,270704,,,1,2G,1654,IKT,ULK,,0,AN4
2937,2923,Directed,270705,,,1,2G,1654,IKT,YKS,,0,A81
2925,4078,Directed,270707,,,1,2G,1654,MJZ,OVB,,0,A81
8944,2937,Directed,270708,,,1,2G,1654,ODO,IKT,,0,AN4
4078,2936,Directed,270709,,,1,2G,1654,OVB,BTK,,0,A81
4078,2968,Directed,270710,,,1,2G,1654,OVB,CEK,,0,A81
4078,2937,Directed,270711,,,1,2G,1654,OVB,IKT,,0,A81
6924,2937,Directed,270712,,,1,2G,1654,UKX,IKT,,0,AN4
9026,2937,Directed,270713,,,1,2G,1654,ULK,IKT,,0,AN4
2923,2937,Directed,270714,,,1,2G,1654,YKS,IKT,,0,A81
2786,2789,Directed,270715,,,1,2I,8359,AYP,LIM,,0,142
2812,2789,Directed,270716,,,1,2I,8359,CUZ,LIM,,0,142 141
2812,2808,Directed,270717,,,1,2I,8359,CUZ,PEM,,0,142
6067,2789,Directed,270718,,,1,2I,8359,HUU,LIM,,0,141
2801,2781,Directed,270719,,,1,2I,8359,IQT,PCL,,0,143
2801,2806,Directed,270720,,,1,2I,8359,IQT,TPP,,0,142
2789,2786,Directed,270721,,,1,2I,8359,LIM,AYP,,0,142
2789,2812,Directed,270722,,,1,2I,8359,LIM,CUZ,,0,142 141
2789,6067,Directed,270723,,,1,2I,8359,LIM,HUU,,0,141
2789,2781,Directed,270724,,,1,2I,8359,LIM,PCL,,0,143 146
2789,2806,Directed,270725,,,1,2I,8359,LIM,TPP,,0,142 146
2781,2801,Directed,270726,,,1,2I,8359,PCL,IQT,,0,143
2781,2789,Directed,270727,,,1,2I,8359,PCL,LIM,,0,143 146
2781,2806,Directed,270728,,,1,2I,8359,PCL,TPP,,0,146
2808,2812,Directed,270729,,,1,2I,8359,PEM,CUZ,,0,142
2806,2801,Directed,270730,,,1,2I,8359,TPP,IQT,,0,142
2806,2789,Directed,270731,,,1,2I,8359,TPP,LIM,,0,142 146
2806,2781,Directed,270732,,,1,2I,8359,TPP,PCL,,0,146
253,247,Directed,270733,,,1,2J,470,ABJ,BOY,,0,CRJ
253,246,Directed,270734,,,1,2J,470,ABJ,OUA,,0,E70 CRJ M87
248,246,Directed,270735,,,1,2J,470,ACC,OUA,,0,CRJ
1044,253,Directed,270736,,,1,2J,470,BKO,ABJ,,0,M87
1044,1084,Directed,270737,,,1,2J,470,BKO,DKR,,0,M87
1044,246,Directed,270738,,,1,2J,470,BKO,OUA,,0,CRJ
247,253,Directed,270739,,,1,2J,470,BOY,ABJ,,0,CRJ
247,246,Directed,270740,,,1,2J,470,BOY,OUA,,0,CRJ
245,298,Directed,270741,,,1,2J,470,COO,LFW,,0,M87
245,246,Directed,270742,,,1,2J,470,COO,OUA,,0,M87
1084,1044,Directed,270743,,,1,2J,470,DKR,BKO,,0,M87
1084,246,Directed,270744,,,1,2J,470,DKR,OUA,,0,M87
298,246,Directed,270745,,,1,2J,470,LFW,OUA,,0,M87 CRJ
280,246,Directed,270746,,,1,2J,470,NIM,OUA,,0,CRJ
246,253,Directed,270747,,,1,2J,470,OUA,ABJ,,0,E70 CRJ M87
246,248,Directed,270748,,,1,2J,470,OUA,ACC,,0,CRJ
246,1044,Directed,270749,,,1,2J,470,OUA,BKO,,0,M87 CRJ
246,247,Directed,270750,,,1,2J,470,OUA,BOY,,0,CRJ
246,245,Directed,270751,,,1,2J,470,OUA,COO,,0,M87
246,1084,Directed,270752,,,1,2J,470,OUA,DKR,,0,M87
246,298,Directed,270753,,,1,2J,470,OUA,LFW,,0,CRJ
246,280,Directed,270754,,,1,2J,470,OUA,NIM,,0,CRJ
2709,2673,Directed,270755,,,1,2K,1338,BOG,GYE,,0,319
2709,2688,Directed,270756,,,1,2K,1338,BOG,UIO,,0,319 320
2715,2673,Directed,270757,,,1,2K,1338,CLO,GYE,,0,319
2673,2709,Directed,270758,,,1,2K,1338,GYE,BOG,,0,319
2673,2715,Directed,270759,,,1,2K,1338,GYE,CLO,,0,319
2673,6045,Directed,270760,,,1,2K,1338,GYE,SCY,,0,319 320
2673,2688,Directed,270761,,,1,2K,1338,GYE,UIO,,0,320 319
2670,2688,Directed,270762,,,1,2K,1338,OCC,UIO,,0,319
6045,2673,Directed,270763,,,1,2K,1338,SCY,GYE,,0,319 320
2688,2709,Directed,270764,,,1,2K,1338,UIO,BOG,,0,319 320
2688,2673,Directed,270765,,,1,2K,1338,UIO,GYE,,0,319
2688,2670,Directed,270766,,,1,2K,1338,UIO,OCC,,0,319
1506,1678,Directed,270767,,,1,2L,2750,BDS,ZRH,,0,100
1264,1678,Directed,270768,,,1,2L,2750,BOD,ZRH,,0,100
490,1678,Directed,270769,,,1,2L,2750,BRS,ZRH,,0,100
1665,1054,Directed,270770,,,1,2L,2750,GVA,LPA,,0,319
1197,1678,Directed,270771,,,1,2L,2750,LCA,ZRH,,0,319
1054,1678,Directed,270772,,,1,2L,2750,LPA,ZRH,,0,319
4197,1678,Directed,270773,,,1,2L,2750,RMF,ZRH,,0,319
1056,1665,Directed,270774,,,1,2L,2750,TFS,GVA,,0,319
1678,1506,Directed,270775,,,1,2L,2750,ZRH,BDS,,0,100
1678,1264,Directed,270776,,,1,2L,2750,ZRH,BOD,,0,100
1678,490,Directed,270777,,,1,2L,2750,ZRH,BRS,,0,100
1678,1197,Directed,270778,,,1,2L,2750,ZRH,LCA,,0,319
1678,1054,Directed,270779,,,1,2L,2750,ZRH,LPA,,0,319
1678,4197,Directed,270780,,,1,2L,2750,ZRH,RMF,,0,319
730,719,Directed,270781,,,1,2N,3652,AJR,LYC,,0,ATP
737,715,Directed,270782,,,1,2N,3652,ARN,GEV,,0,ATP
737,709,Directed,270783,,,1,2N,3652,ARN,HAD,,0,SF3
737,688,Directed,270784,,,1,2N,3652,ARN,JKG,,0,ATP SF3
737,718,Directed,270785,,,1,2N,3652,ARN,KRF,,0,ATP
737,5595,Directed,270786,,,1,2N,3652,ARN,KSD,,0,SF3
737,719,Directed,270787,,,1,2N,3652,ARN,LYC,,0,ATP
737,442,Directed,270788,,,1,2N,3652,ARN,MHQ,,0,SF3
737,722,Directed,270789,,,1,2N,3652,ARN,OER,,0,ATR
737,448,Directed,270790,,,1,2N,3652,ARN,POR,,0,SF3
737,664,Directed,270791,,,1,2N,3652,ARN,TRF,,0,SF3
737,746,Directed,270792,,,1,2N,3652,ARN,VBY,,0,SF3 ATP
737,729,Directed,270793,,,1,2N,3652,ARN,VHM,,0,SF3
737,711,Directed,270794,,,1,2N,3652,ARN,VXO,,0,SF3
715,737,Directed,270795,,,1,2N,3652,GEV,ARN,,0,ATP
715,718,Directed,270796,,,1,2N,3652,GEV,KRF,,0,ATP
709,737,Directed,270797,,,1,2N,3652,HAD,ARN,,0,SF3 ATP
709,688,Directed,270798,,,1,2N,3652,HAD,JKG,,0,ATP SF3
709,711,Directed,270799,,,1,2N,3652,HAD,VXO,,0,SF3
5599,729,Directed,270800,,,1,2N,3652,HMV,VHM,,0,SF3
688,737,Directed,270801,,,1,2N,3652,JKG,ARN,,0,ATP SF3
688,709,Directed,270802,,,1,2N,3652,JKG,HAD,,0,ATP SF3
435,448,Directed,270803,,,1,2N,3652,KOK,POR,,0,SF3
718,737,Directed,270804,,,1,2N,3652,KRF,ARN,,0,ATP
718,715,Directed,270805,,,1,2N,3652,KRF,GEV,,0,ATP
5595,737,Directed,270806,,,1,2N,3652,KSD,ARN,,0,SF3
719,730,Directed,270807,,,1,2N,3652,LYC,AJR,,0,ATP
719,737,Directed,270808,,,1,2N,3652,LYC,ARN,,0,ATP
442,737,Directed,270809,,,1,2N,3652,MHQ,ARN,,0,SF3
442,460,Directed,270810,,,1,2N,3652,MHQ,TKU,,0,SF3
722,737,Directed,270811,,,1,2N,3652,OER,ARN,,0,ATR
644,711,Directed,270812,,,1,2N,3652,OSL,VXO,,0,SF3
448,737,Directed,270813,,,1,2N,3652,POR,ARN,,0,SF3
448,435,Directed,270814,,,1,2N,3652,POR,KOK,,0,SF3
460,442,Directed,270815,,,1,2N,3652,TKU,MHQ,,0,SF3
664,737,Directed,270816,,,1,2N,3652,TRF,ARN,,0,SF3
746,737,Directed,270817,,,1,2N,3652,VBY,ARN,,0,SF3 ATP
729,737,Directed,270818,,,1,2N,3652,VHM,ARN,,0,SF3
729,5599,Directed,270819,,,1,2N,3652,VHM,HMV,,0,SF3
711,737,Directed,270820,,,1,2N,3652,VXO,ARN,,0,SF3
711,644,Directed,270821,,,1,2N,3652,VXO,OSL,,0,SF3
6019,2397,Directed,270832,,,1,2P,897,BSO,MNL,,0,DH4
4200,2397,Directed,270833,,,1,2P,897,BXU,MNL,,0,320
2399,2397,Directed,270834,,,1,2P,897,CBO,MNL,,0,320
2400,2397,Directed,270835,,,1,2P,897,CGY,MNL,,0,320
6024,2397,Directed,270836,,,1,2P,897,CRM,MNL,,0,DH4
2425,2397,Directed,270837,,,1,2P,897,DGT,MNL,,0,320
8076,2397,Directed,270838,,,1,2P,897,DWC,MNL,,0,330
2402,2397,Directed,270839,,,1,2P,897,GES,MNL,Y,0,320
2430,2397,Directed,270840,,,1,2P,897,KLO,MNL,,0,320
4203,2397,Directed,270841,,,1,2P,897,LGP,MNL,,0,320
2397,6019,Directed,270842,,,1,2P,897,MNL,BSO,,0,DH4
2397,4200,Directed,270843,,,1,2P,897,MNL,BXU,,0,320
2397,2399,Directed,270844,,,1,2P,897,MNL,CBO,,0,320
2397,2400,Directed,270845,,,1,2P,897,MNL,CGY,,0,320
2397,6024,Directed,270846,,,1,2P,897,MNL,CRM,,0,DH4
2397,2425,Directed,270847,,,1,2P,897,MNL,DGT,,0,320
2397,8076,Directed,270848,,,1,2P,897,MNL,DWC,,0,330
2397,2402,Directed,270849,,,1,2P,897,MNL,GES,Y,0,320
2397,2430,Directed,270850,,,1,2P,897,MNL,KLO,,0,320
2397,4203,Directed,270851,,,1,2P,897,MNL,LGP,,0,320
2397,2426,Directed,270852,,,1,2P,897,MNL,MPH,,0,DH3
2397,4204,Directed,270853,,,1,2P,897,MNL,OZC,,0,320
2397,2433,Directed,270854,,,1,2P,897,MNL,PPS,,0,320
2397,6026,Directed,270855,,,1,2P,897,MNL,RXS,,0,320
2397,6016,Directed,270856,,,1,2P,897,MNL,SUG,,0,DH4
2397,6021,Directed,270857,,,1,2P,897,MNL,TUG,,0,DH4
2397,2404,Directed,270858,,,1,2P,897,MNL,ZAM,,0,320
2426,2397,Directed,270859,,,1,2P,897,MPH,MNL,,0,DH3
4204,2397,Directed,270860,,,1,2P,897,OZC,MNL,,0,320
2433,2397,Directed,270861,,,1,2P,897,PPS,MNL,,0,320
6026,2397,Directed,270862,,,1,2P,897,RXS,MNL,,0,320
6016,2397,Directed,270863,,,1,2P,897,SUG,MNL,,0,DH4
6021,2397,Directed,270864,,,1,2P,897,TUG,MNL,,0,DH4
2404,2397,Directed,270865,,,1,2P,897,ZAM,MNL,,0,320
7376,4214,Directed,270866,,,1,2Z,1729,AUX,PMW,,0,AT7
7373,2531,Directed,270867,,,1,2Z,1729,BRA,BSB,,0,AT7
7373,2621,Directed,270868,,,1,2Z,1729,BRA,SSA,,0,AT7
2531,7373,Directed,270869,,,1,2Z,1729,BSB,BRA,,0,AT7
2531,7367,Directed,270870,,,1,2Z,1729,BSB,OPS,,0,AT7
2531,2613,Directed,270871,,,1,2Z,1729,BSB,RAO,,0,AT7
2535,2564,Directed,270872,,,1,2Z,1729,CAC,GRU,,0,AT7
2548,2562,Directed,270873,,,1,2Z,1729,CGB,GYN,,0,AT7
2548,7367,Directed,270874,,,1,2Z,1729,CGB,OPS,,0,AT7
2538,7380,Directed,270875,,,1,2Z,1729,CGR,DOU,,0,AT7
7380,2538,Directed,270876,,,1,2Z,1729,DOU,CGR,,0,AT7
7380,2564,Directed,270877,,,1,2Z,1729,DOU,GRU,,0,AT7
2560,2613,Directed,270878,,,1,2Z,1729,GIG,RAO,,0,AT7
2564,2535,Directed,270879,,,1,2Z,1729,GRU,CAC,,0,AT7
2564,7380,Directed,270880,,,1,2Z,1729,GRU,DOU,,0,AT7
2564,2613,Directed,270881,,,1,2Z,1729,GRU,RAO,,0,AT7
2564,2635,Directed,270882,,,1,2Z,1729,GRU,UBA,,0,AT7
2564,2633,Directed,270883,,,1,2Z,1729,GRU,UDI,,0,AT7
2564,6039,Directed,270884,,,1,2Z,1729,GRU,VDC,,0,AT7
2562,2548,Directed,270885,,,1,2Z,1729,GYN,CGB,,0,AT7
2562,4214,Directed,270886,,,1,2Z,1729,GYN,PMW,,0,AT7
2562,2613,Directed,270887,,,1,2Z,1729,GYN,RAO,,0,AT7
2562,2633,Directed,270888,,,1,2Z,1729,GYN,UDI,,0,AT7
7367,2531,Directed,270889,,,1,2Z,1729,OPS,BSB,,0,AT7
7367,2548,Directed,270890,,,1,2Z,1729,OPS,CGB,,0,AT7
2528,2613,Directed,270891,,,1,2Z,1729,PLU,RAO,,0,AT7
4214,7376,Directed,270892,,,1,2Z,1729,PMW,AUX,,0,AT7
4214,2562,Directed,270893,,,1,2Z,1729,PMW,GYN,,0,AT7
2613,2531,Directed,270894,,,1,2Z,1729,RAO,BSB,,0,AT7
2613,2560,Directed,270895,,,1,2Z,1729,RAO,GIG,,0,AT7
2613,2564,Directed,270896,,,1,2Z,1729,RAO,GRU,,0,AT7
2613,2562,Directed,270897,,,1,2Z,1729,RAO,GYN,,0,AT7
2613,2528,Directed,270898,,,1,2Z,1729,RAO,PLU,,0,AT7
2613,2619,Directed,270899,,,1,2Z,1729,RAO,SJP,,0,AT7
2613,2633,Directed,270900,,,1,2Z,1729,RAO,UDI,,0,AT7
2619,2613,Directed,270901,,,1,2Z,1729,SJP,RAO,,0,AT7
2621,7373,Directed,270902,,,1,2Z,1729,SSA,BRA,,0,AT7
2621,6039,Directed,270903,,,1,2Z,1729,SSA,VDC,,0,AT7
2635,2564,Directed,270904,,,1,2Z,1729,UBA,GRU,,0,AT7
2635,2633,Directed,270905,,,1,2Z,1729,UBA,UDI,,0,AT7
2633,2564,Directed,270906,,,1,2Z,1729,UDI,GRU,,0,AT7
2633,2562,Directed,270907,,,1,2Z,1729,UDI,GYN,,0,AT7
2633,2613,Directed,270908,,,1,2Z,1729,UDI,RAO,,0,AT7
2633,2635,Directed,270909,,,1,2Z,1729,UDI,UBA,,0,AT7
6039,2564,Directed,270910,,,1,2Z,1729,VDC,GRU,,0,AT7
6039,2621,Directed,270911,,,1,2Z,1729,VDC,SSA,,0,AT7
5726,3830,Directed,270912,,,1,3E,10739,BRL,ORD,,0,CNC
5726,3678,Directed,270913,,,1,3E,10739,BRL,STL,,0,CNC
4042,3830,Directed,270914,,,1,3E,10739,DEC,ORD,,0,CNC
4042,3678,Directed,270915,,,1,3E,10739,DEC,STL,,0,CNC
3591,3678,Directed,270916,,,1,3E,10739,JBR,STL,,0,CNC
3830,5726,Directed,270917,,,1,3E,10739,ORD,BRL,,0,CNC
3830,4042,Directed,270918,,,1,3E,10739,ORD,DEC,,0,CNC
3678,5726,Directed,270919,,,1,3E,10739,STL,BRL,,0,CNC
3678,4042,Directed,270920,,,1,3E,10739,STL,DEC,,0,CNC
3678,3591,Directed,270921,,,1,3E,10739,STL,JBR,,0,CNC
3808,7146,Directed,270932,,,1,3F,16262,KTN,MTM,,0,DHP
7146,3808,Directed,270933,,,1,3F,16262,MTM,KTN,,0,DHP
248,1084,Directed,270934,,,1,3G,595,ACC,DKR,,0,319
248,273,Directed,270935,,,1,3G,595,ACC,LOS,,0,319
248,1063,Directed,270936,,,1,3G,595,ACC,ROB,,0,319
1218,1050,Directed,270937,,,1,3G,595,BCN,BJL,,0,319
1050,1218,Directed,270938,,,1,3G,595,BJL,BCN,,0,319
1050,1084,Directed,270939,,,1,3G,595,BJL,DKR,,0,319
1050,1059,Directed,270940,,,1,3G,595,BJL,FNA,,0,319
4162,5665,Directed,270941,,,1,3G,595,CKY,OXB,,0,319
1084,248,Directed,270942,,,1,3G,595,DKR,ACC,,0,319
1084,1050,Directed,270943,,,1,3G,595,DKR,BJL,,0,319
1084,897,Directed,270944,,,1,3G,595,DKR,DLA,,0,319
1084,1059,Directed,270945,,,1,3G,595,DKR,FNA,,0,319
1084,273,Directed,270946,,,1,3G,595,DKR,LOS,,0,319
1084,5665,Directed,270947,,,1,3G,595,DKR,OXB,,0,319
897,1084,Directed,270948,,,1,3G,595,DLA,DKR,,0,319
897,273,Directed,270949,,,1,3G,595,DLA,LOS,,0,319
1059,1050,Directed,270950,,,1,3G,595,FNA,BJL,,0,319
1059,1084,Directed,270951,,,1,3G,595,FNA,DKR,,0,319
1059,502,Directed,270952,,,1,3G,595,FNA,LGW,,0,319
1059,1063,Directed,270953,,,1,3G,595,FNA,ROB,,0,319
502,1059,Directed,270954,,,1,3G,595,LGW,FNA,,0,319
273,248,Directed,270955,,,1,3G,595,LOS,ACC,,0,319
273,1084,Directed,270956,,,1,3G,595,LOS,DKR,,0,319
273,897,Directed,270957,,,1,3G,595,LOS,DLA,,0,319
273,1063,Directed,270958,,,1,3G,595,LOS,ROB,,0,319
5665,4162,Directed,270959,,,1,3G,595,OXB,CKY,,0,319
5665,1084,Directed,270960,,,1,3G,595,OXB,DKR,,0,319
1063,248,Directed,270961,,,1,3G,595,ROB,ACC,,0,319
1063,1059,Directed,270962,,,1,3G,595,ROB,FNA,,0,319
1063,273,Directed,270963,,,1,3G,595,ROB,LOS,,0,319
5506,5504,Directed,270964,,,1,3H,\N,AKV,YIK,,0,DH8
5506,6727,Directed,270965,,,1,3H,\N,AKV,YPX,,0,DH8
5512,154,Directed,270966,,,1,3H,\N,XGR,YVP,,0,DHT BET
62,5496,Directed,270967,,,1,3H,\N,YGL,YGW,,0,DHT
62,6727,Directed,270968,,,1,3H,\N,YGL,YPX,,0,73M
62,146,Directed,270969,,,1,3H,\N,YGL,YUL,,0,73M
5496,62,Directed,270970,,,1,3H,\N,YGW,YGL,,0,DHT
5496,5520,Directed,270971,,,1,3H,\N,YGW,YPH,,0,BET
5496,5529,Directed,270972,,,1,3H,\N,YGW,YSK,,0,DH8
5496,5515,Directed,270973,,,1,3H,\N,YGW,YUD,,0,DH8
5496,146,Directed,270974,,,1,3H,\N,YGW,YUL,,0,DH8
5496,149,Directed,270975,,,1,3H,\N,YGW,YUY,,0,DH8
5504,5506,Directed,270976,,,1,3H,\N,YIK,AKV,,0,DH8
5504,5535,Directed,270977,,,1,3H,\N,YIK,YZG,,0,DH8
5481,5508,Directed,270978,,,1,3H,\N,YKG,YPJ,,0,DHT DH8
5481,5499,Directed,270979,,,1,3H,\N,YKG,YQC,,0,DH8
5481,154,Directed,270980,,,1,3H,\N,YKG,YVP,,0,DH8 DHT
80,111,Directed,270981,,,1,3H,\N,YKL,YQB,,0,DH8
80,154,Directed,270982,,,1,3H,\N,YKL,YVP,,0,DH8 BET
80,161,Directed,270983,,,1,3H,\N,YKL,YWK,,0,BET
80,202,Directed,270984,,,1,3H,\N,YKL,YZV,,0,BET DH8
5520,6727,Directed,270985,,,1,3H,\N,YPH,YPX,,0,DH8 BET
5520,5515,Directed,270986,,,1,3H,\N,YPH,YUD,,0,DH8
5520,154,Directed,270987,,,1,3H,\N,YPH,YVP,,0,BET
5508,5481,Directed,270988,,,1,3H,\N,YPJ,YKG,,0,DHT DH8
5508,6728,Directed,270989,,,1,3H,\N,YPJ,YTQ,,0,DHT DH8
5508,154,Directed,270990,,,1,3H,\N,YPJ,YVP,,0,DHT
6727,5506,Directed,270991,,,1,3H,\N,YPX,AKV,,0,DH8
6727,62,Directed,270992,,,1,3H,\N,YPX,YGL,,0,73M
6727,5520,Directed,270993,,,1,3H,\N,YPX,YPH,,0,DH8
6727,154,Directed,270994,,,1,3H,\N,YPX,YVP,,0,BET
111,80,Directed,270995,,,1,3H,\N,YQB,YKL,,0,DH8
111,146,Directed,270996,,,1,3H,\N,YQB,YUL,,0,DH8
5499,5481,Directed,270997,,,1,3H,\N,YQC,YKG,,0,DH8
5499,7253,Directed,270998,,,1,3H,\N,YQC,YWB,,0,DH8
5529,5496,Directed,270999,,,1,3H,\N,YSK,YGW,,0,DH8
5529,5515,Directed,271000,,,1,3H,\N,YSK,YUD,,0,DH8
6728,5508,Directed,271001,,,1,3H,\N,YTQ,YPJ,,0,DHT DH8
6728,154,Directed,271002,,,1,3H,\N,YTQ,YVP,,0,DHT DH8
5515,5496,Directed,271003,,,1,3H,\N,YUD,YGW,,0,DH8
5515,5520,Directed,271004,,,1,3H,\N,YUD,YPH,,0,DH8
5515,5529,Directed,271005,,,1,3H,\N,YUD,YSK,,0,DH8
146,62,Directed,271006,,,1,3H,\N,YUL,YGL,,0,73M
146,5496,Directed,271007,,,1,3H,\N,YUL,YGW,,0,DH8
146,111,Directed,271008,,,1,3H,\N,YUL,YQB,,0,DH8
146,149,Directed,271009,,,1,3H,\N,YUL,YUY,,0,DH8
149,5496,Directed,271010,,,1,3H,\N,YUY,YGW,,0,DH8
149,146,Directed,271011,,,1,3H,\N,YUY,YUL,,0,DH8
154,5512,Directed,271012,,,1,3H,\N,YVP,XGR,,0,DHT BET
154,5496,Directed,271013,,,1,3H,\N,YVP,YGW,,0,BET
154,5481,Directed,271014,,,1,3H,\N,YVP,YKG,,0,DH8
154,80,Directed,271015,,,1,3H,\N,YVP,YKL,,0,DH8 BET
154,5520,Directed,271016,,,1,3H,\N,YVP,YPH,,0,BET
154,5508,Directed,271017,,,1,3H,\N,YVP,YPJ,,0,DHT
154,6727,Directed,271018,,,1,3H,\N,YVP,YPX,,0,BET
154,6728,Directed,271019,,,1,3H,\N,YVP,YTQ,,0,DHT DH8
7253,5499,Directed,271020,,,1,3H,\N,YWB,YQC,,0,DH8
7253,5535,Directed,271021,,,1,3H,\N,YWB,YZG,,0,DH8
161,80,Directed,271022,,,1,3H,\N,YWK,YKL,,0,BET
161,202,Directed,271023,,,1,3H,\N,YWK,YZV,,0,BET
5535,5504,Directed,271024,,,1,3H,\N,YZG,YIK,,0,DH8
5535,7253,Directed,271025,,,1,3H,\N,YZG,YWB,,0,DH8
202,80,Directed,271026,,,1,3H,\N,YZV,YKL,,0,BET DH8
202,161,Directed,271027,,,1,3H,\N,YZV,YWK,,0,BET
4119,2188,Directed,271028,,,1,3J,5521,JIB,DXB,,0,737
4119,2072,Directed,271029,,,1,3J,5521,JIB,JED,,0,737
4119,5687,Directed,271030,,,1,3J,5521,JIB,MGQ,,0,737
5687,4059,Directed,271031,,,1,3J,5521,MGQ,NBO,,0,737
4059,5687,Directed,271032,,,1,3J,5521,NBO,MGQ,,0,737
3885,3316,Directed,271033,,,1,3K,3021,BKK,SIN,,0,320
3999,3316,Directed,271034,,,1,3K,3021,DRW,SIN,,0,320
4120,3316,Directed,271035,,,1,3K,3021,HAK,SIN,,0,320
3386,3316,Directed,271036,,,1,3K,3021,HGH,SIN,,0,320
3077,3316,Directed,271037,,,1,3K,3021,HKG,SIN,,0,320
3179,3316,Directed,271038,,,1,3K,3021,HKT,SIN,,0,320
3992,2397,Directed,271039,,,1,3K,3021,KIX,MNL,,0,320
3992,2276,Directed,271040,,,1,3K,3021,KIX,TPE,,0,320
3304,3316,Directed,271041,,,1,3K,3021,KUL,SIN,,0,320
2397,3992,Directed,271042,,,1,3K,3021,MNL,KIX,,0,320
2397,3316,Directed,271043,,,1,3K,3021,MNL,SIN,,0,320
3308,3316,Directed,271044,,,1,3K,3021,PEN,SIN,,0,320
3351,3316,Directed,271045,,,1,3K,3021,PER,SIN,,0,320
3034,3316,Directed,271046,,,1,3K,3021,PNH,SIN,,0,320
3035,3316,Directed,271047,,,1,3K,3021,REP,SIN,,0,320
3239,3316,Directed,271048,,,1,3K,3021,RGN,SIN,,0,320
3205,3316,Directed,271049,,,1,3K,3021,SGN,SIN,,0,320
3316,3885,Directed,271050,,,1,3K,3021,SIN,BKK,,0,320
3316,3999,Directed,271051,,,1,3K,3021,SIN,DRW,,0,320
3316,4120,Directed,271052,,,1,3K,3021,SIN,HAK,,0,320
3316,3386,Directed,271053,,,1,3K,3021,SIN,HGH,,0,320
