Source,Target,Type,Id,Label,timeset,Weight,airline,aid,s,d,codeshare,stops,equipment
2948,6150,Directed,302684,,,1,HY,5281,LED,NMA,,0,752
2948,6485,Directed,302685,,,1,HY,5281,LED,NVI,,0,320
2948,2981,Directed,302686,,,1,HY,5281,LED,SKD,,0,757 320
2948,2983,Directed,302687,,,1,HY,5281,LED,TAS,,0,764 320
2948,6152,Directed,302688,,,1,HY,5281,LED,UGC,,0,320
507,2983,Directed,302689,,,1,HY,5281,LHR,TAS,,0,757
2962,2983,Directed,302690,,,1,HY,5281,MRV,TAS,,0,320
1524,6152,Directed,302691,,,1,HY,5281,MXP,UGC,,0,764
6151,4029,Directed,302692,,,1,HY,5281,NCU,DME,,0,320
6151,2983,Directed,302693,,,1,HY,5281,NCU,TAS,,0,I14 320
6150,4029,Directed,302694,,,1,HY,5281,NMA,DME,,0,752 320
6150,2948,Directed,302695,,,1,HY,5281,NMA,LED,,0,752
6150,4078,Directed,302696,,,1,HY,5281,NMA,OVB,,0,320
6150,2975,Directed,302697,,,1,HY,5281,NMA,SVX,,0,320
6150,2983,Directed,302698,,,1,HY,5281,NMA,TAS,,0,752 320
2279,2983,Directed,302699,,,1,HY,5281,NRT,TAS,,0,764
6485,4029,Directed,302700,,,1,HY,5281,NVI,DME,,0,320
6485,2948,Directed,302701,,,1,HY,5281,NVI,LED,,0,320
6485,2983,Directed,302702,,,1,HY,5281,NVI,TAS,,0,I14 320
4078,6150,Directed,302703,,,1,HY,5281,OVB,NMA,,0,320
4078,2983,Directed,302704,,,1,HY,5281,OVB,TAS,,0,320
3364,2983,Directed,302705,,,1,HY,5281,PEK,TAS,,0,764 767
3953,3797,Directed,302706,,,1,HY,5281,RIX,JFK,,0,763 764
3953,2983,Directed,302707,,,1,HY,5281,RIX,TAS,,0,764 763
2964,2983,Directed,302708,,,1,HY,5281,ROV,TAS,,0,320
2191,2983,Directed,302709,,,1,HY,5281,SHJ,TAS,,0,763
3316,3304,Directed,302710,,,1,HY,5281,SIN,KUL,,0,764
3316,2983,Directed,302711,,,1,HY,5281,SIN,TAS,,0,764
2981,4029,Directed,302712,,,1,HY,5281,SKD,DME,,0,757 320
2981,2990,Directed,302713,,,1,HY,5281,SKD,KZN,,0,320
2981,2948,Directed,302714,,,1,HY,5281,SKD,LED,,0,757 320
2981,2983,Directed,302715,,,1,HY,5281,SKD,TAS,,0,757 320
2975,6150,Directed,302716,,,1,HY,5281,SVX,NMA,,0,320
2975,2983,Directed,302717,,,1,HY,5281,SVX,TAS,,0,757
2983,2965,Directed,302718,,,1,HY,5281,TAS,AER,,0,767
2983,2908,Directed,302719,,,1,HY,5281,TAS,ALA,,0,320
2983,3081,Directed,302720,,,1,HY,5281,TAS,ATQ,,0,320
2983,6148,Directed,302721,,,1,HY,5281,TAS,AZN,,0,757
2983,2980,Directed,302722,,,1,HY,5281,TAS,BHK,,0,I14 320 757
2983,3885,Directed,302723,,,1,HY,5281,TAS,BKK,,0,764 763
2983,1382,Directed,302724,,,1,HY,5281,TAS,CDG,,0,767 764
2983,3093,Directed,302725,,,1,HY,5281,TAS,DEL,,0,763 764
2983,4029,Directed,302726,,,1,HY,5281,TAS,DME,,0,764 767
2983,2188,Directed,302727,,,1,HY,5281,TAS,DXB,,0,763
2983,1555,Directed,302728,,,1,HY,5281,TAS,FCO,,0,764
2983,6149,Directed,302729,,,1,HY,5281,TAS,FEG,,0,320 757
2983,340,Directed,302730,,,1,HY,5281,TAS,FRA,,0,763 764 752
2983,2912,Directed,302731,,,1,HY,5281,TAS,FRU,,0,320
2983,2922,Directed,302732,,,1,HY,5281,TAS,GYD,,0,320
2983,3930,Directed,302733,,,1,HY,5281,TAS,ICN,,0,764 767
2983,1701,Directed,302734,,,1,HY,5281,TAS,IST,,0,767
2983,2939,Directed,302735,,,1,HY,5281,TAS,KBP,,0,763
2983,2952,Directed,302736,,,1,HY,5281,TAS,KGD,,0,752
2983,4374,Directed,302737,,,1,HY,5281,TAS,KJA,,0,320
2983,2960,Directed,302738,,,1,HY,5281,TAS,KRR,,0,320
2983,6153,Directed,302739,,,1,HY,5281,TAS,KSQ,,0,I14 320
2983,2993,Directed,302740,,,1,HY,5281,TAS,KUF,,0,320
2983,3304,Directed,302741,,,1,HY,5281,TAS,KUL,,0,764
2983,2990,Directed,302742,,,1,HY,5281,TAS,KZN,,0,320
2983,2948,Directed,302743,,,1,HY,5281,TAS,LED,,0,764 320
2983,507,Directed,302744,,,1,HY,5281,TAS,LHR,,0,757
2983,2962,Directed,302745,,,1,HY,5281,TAS,MRV,,0,320
2983,1524,Directed,302746,,,1,HY,5281,TAS,MXP,,0,764
2983,6151,Directed,302747,,,1,HY,5281,TAS,NCU,,0,320 I14
2983,6150,Directed,302748,,,1,HY,5281,TAS,NMA,,0,752 320
2983,2279,Directed,302749,,,1,HY,5281,TAS,NRT,,0,764
2983,6485,Directed,302750,,,1,HY,5281,TAS,NVI,,0,I14 320
2983,4078,Directed,302751,,,1,HY,5281,TAS,OVB,,0,320
2983,3364,Directed,302752,,,1,HY,5281,TAS,PEK,,0,764 767
2983,1587,Directed,302753,,,1,HY,5281,TAS,PRG,Y,0,319
2983,3953,Directed,302754,,,1,HY,5281,TAS,RIX,,0,763 764
2983,2964,Directed,302755,,,1,HY,5281,TAS,ROV,,0,320
2983,2191,Directed,302756,,,1,HY,5281,TAS,SHJ,,0,763
2983,3316,Directed,302757,,,1,HY,5281,TAS,SIN,,0,764
2983,2981,Directed,302758,,,1,HY,5281,TAS,SKD,,0,757 320
2983,2975,Directed,302759,,,1,HY,5281,TAS,SVX,,0,757
2983,4111,Directed,302760,,,1,HY,5281,TAS,TJM,,0,752
2983,1590,Directed,302761,,,1,HY,5281,TAS,TLV,,0,764
2983,6154,Directed,302762,,,1,HY,5281,TAS,TMJ,,0,I14 757
2983,2910,Directed,302763,,,1,HY,5281,TAS,TSE,,0,320
2983,2992,Directed,302764,,,1,HY,5281,TAS,UFA,,0,320
2983,6152,Directed,302765,,,1,HY,5281,TAS,UGC,,0,320 I14 763
2983,3399,Directed,302766,,,1,HY,5281,TAS,URC,,0,764
2983,2967,Directed,302767,,,1,HY,5281,TAS,VOG,,0,320
4111,2983,Directed,302768,,,1,HY,5281,TJM,TAS,,0,752
1590,2983,Directed,302769,,,1,HY,5281,TLV,TAS,,0,764
6154,4029,Directed,302770,,,1,HY,5281,TMJ,DME,,0,757
6154,2983,Directed,302771,,,1,HY,5281,TMJ,TAS,,0,I14 757
2910,2983,Directed,302772,,,1,HY,5281,TSE,TAS,,0,320
2992,2983,Directed,302773,,,1,HY,5281,UFA,TAS,,0,320
6152,2980,Directed,302774,,,1,HY,5281,UGC,BHK,,0,320
6152,4029,Directed,302775,,,1,HY,5281,UGC,DME,,0,763 320
6152,2948,Directed,302776,,,1,HY,5281,UGC,LED,,0,320
6152,2983,Directed,302777,,,1,HY,5281,UGC,TAS,,0,I14 320 763 764
6152,2967,Directed,302778,,,1,HY,5281,UGC,VOG,,0,320
3399,2983,Directed,302779,,,1,HY,5281,URC,TAS,,0,764
2967,2983,Directed,302780,,,1,HY,5281,VOG,TAS,,0,320
2967,6152,Directed,302781,,,1,HY,5281,VOG,UGC,,0,320
2287,2933,Directed,302783,,,1,HZ,4808,CTS,UUS,,0,737
8782,2933,Directed,302784,,,1,HZ,4808,DEE,UUS,,0,DH8
3400,2927,Directed,302786,,,1,HZ,4808,HRB,KHV,,0,319
3930,2933,Directed,302787,,,1,HZ,4808,ICN,UUS,,0,737
2927,3400,Directed,302788,,,1,HZ,4808,KHV,HRB,,0,319 737
2927,2933,Directed,302789,,,1,HZ,4808,KHV,UUS,,0,737
2279,2933,Directed,302790,,,1,HZ,4808,NRT,UUS,,0,737
2933,2287,Directed,302793,,,1,HZ,4808,UUS,CTS,,0,737
2933,8782,Directed,302794,,,1,HZ,4808,UUS,DEE,,0,DH8
2933,3400,Directed,302796,,,1,HZ,4808,UUS,HRB,,0,737
2933,2279,Directed,302797,,,1,HZ,4808,UUS,NRT,,0,737
7205,3808,Directed,302799,,,1,I4,19944,KLW,KTN,,0,CNA
3808,7205,Directed,302800,,,1,I4,19944,KTN,KLW,,0,CNA
5939,2206,Directed,302801,,,1,I6,10955,BHV,KHI,,0,733
5939,2207,Directed,302802,,,1,I6,10955,BHV,LHE,,0,733
2223,2206,Directed,302803,,,1,I6,10955,ISB,KHI,,0,733
2223,2221,Directed,302804,,,1,I6,10955,ISB,UET,,0,733
2206,5939,Directed,302805,,,1,I6,10955,KHI,BHV,,0,733
2206,2223,Directed,302806,,,1,I6,10955,KHI,ISB,,0,733
2206,2207,Directed,302807,,,1,I6,10955,KHI,LHE,,0,733
2206,2202,Directed,302808,,,1,I6,10955,KHI,LYP,,0,733
2206,2214,Directed,302809,,,1,I6,10955,KHI,MUX,,0,733
2206,2219,Directed,302810,,,1,I6,10955,KHI,PEW,,0,733
2206,2221,Directed,302811,,,1,I6,10955,KHI,UET,,0,733
2207,5939,Directed,302812,,,1,I6,10955,LHE,BHV,,0,733
2207,2206,Directed,302813,,,1,I6,10955,LHE,KHI,,0,733
2207,2221,Directed,302814,,,1,I6,10955,LHE,UET,,0,733
2202,2206,Directed,302815,,,1,I6,10955,LYP,KHI,,0,733
2214,2206,Directed,302816,,,1,I6,10955,MUX,KHI,,0,733
2219,2206,Directed,302817,,,1,I6,10955,PEW,KHI,,0,733
2221,2223,Directed,302818,,,1,I6,10955,UET,ISB,,0,733
2221,2206,Directed,302819,,,1,I6,10955,UET,KHI,,0,733
2221,2207,Directed,302820,,,1,I6,10955,UET,LHE,,0,733
4029,6141,Directed,302821,,,1,I8,18828,DME,IJK,,0,YK2
4029,6146,Directed,302822,,,1,I8,18828,DME,KRO,,0,YK2
6141,4029,Directed,302823,,,1,I8,18828,IJK,DME,,0,YK2
6141,2948,Directed,302824,,,1,I8,18828,IJK,LED,,0,YK2
6141,2975,Directed,302825,,,1,I8,18828,IJK,SVX,,0,AN4
6146,4029,Directed,302826,,,1,I8,18828,KRO,DME,,0,YK2
2948,6141,Directed,302827,,,1,I8,18828,LED,IJK,,0,YK2
2975,6141,Directed,302828,,,1,I8,18828,SVX,IJK,,0,AN4
2559,1524,Directed,302829,,,1,I9,116,FOR,MXP,,0,767
1529,1561,Directed,302830,,,1,I9,116,LIN,NAP,Y,0,M80 737
1524,2559,Directed,302831,,,1,I9,116,MXP,FOR,,0,767
1561,1529,Directed,302832,,,1,I9,116,NAP,LIN,Y,0,737 M80
628,1218,Directed,302833,,,1,IB,2822,AAL,BCN,Y,0,320
532,507,Directed,302834,,,1,IB,2822,ABZ,LHR,Y,0,320 319
248,1229,Directed,302835,,,1,IB,2822,ACC,MAD,,0,319
1055,1218,Directed,302836,,,1,IB,2822,ACE,BCN,Y,0,320
1055,1216,Directed,302837,,,1,IB,2822,ACE,BIO,Y,0,320
1055,502,Directed,302838,,,1,IB,2822,ACE,LGW,Y,0,320
1055,1229,Directed,302839,,,1,IB,2822,ACE,MAD,Y,0,32S
1230,580,Directed,302840,,,1,IB,2822,AGP,AMS,Y,0,320
1230,1218,Directed,302841,,,1,IB,2822,AGP,BCN,Y,0,320
1230,1216,Directed,302842,,,1,IB,2822,AGP,BIO,Y,0,320
1230,302,Directed,302843,,,1,IB,2822,AGP,BRU,Y,0,320
1230,1074,Directed,302844,,,1,IB,2822,AGP,CMN,Y,0,AT7
1230,609,Directed,302845,,,1,IB,2822,AGP,CPH,Y,0,320
1230,488,Directed,302846,,,1,IB,2822,AGP,CWL,Y,0,320
1230,4029,Directed,302847,,,1,IB,2822,AGP,DME,Y,0,320
1230,1555,Directed,302848,,,1,IB,2822,AGP,FCO,Y,0,320
1230,352,Directed,302849,,,1,IB,2822,AGP,HAJ,Y,0,320
1230,342,Directed,302850,,,1,IB,2822,AGP,HAM,Y,0,320
1230,503,Directed,302851,,,1,IB,2822,AGP,LCY,Y,0,E90
1230,502,Directed,302852,,,1,IB,2822,AGP,LGW,Y,0,319 734 320
1230,1054,Directed,302853,,,1,IB,2822,AGP,LPA,Y,0,320
1230,1335,Directed,302854,,,1,IB,2822,AGP,LYS,,0,320
1230,1229,Directed,302855,,,1,IB,2822,AGP,MAD,Y,0,32S
1230,1058,Directed,302856,,,1,IB,2822,AGP,MLN,Y,0,AT7
1230,346,Directed,302857,,,1,IB,2822,AGP,MUC,Y,0,320
1230,1418,Directed,302858,,,1,IB,2822,AGP,NTE,Y,0,320
1230,1386,Directed,302859,,,1,IB,2822,AGP,ORY,Y,0,320
1230,1214,Directed,302860,,,1,IB,2822,AGP,OVD,Y,0,320
1230,3998,Directed,302861,,,1,IB,2822,AGP,PMI,,0,320
1230,1243,Directed,302862,,,1,IB,2822,AGP,SCQ,Y,0,320
1230,1057,Directed,302863,,,1,IB,2822,AGP,TFN,Y,0,320
1230,1273,Directed,302864,,,1,IB,2822,AGP,TLS,Y,0,320
1230,1246,Directed,302865,,,1,IB,2822,AGP,VLC,Y,0,AT7
1212,580,Directed,302866,,,1,IB,2822,ALC,AMS,Y,0,320
1212,1218,Directed,302867,,,1,IB,2822,ALC,BCN,Y,0,320
1212,1216,Directed,302868,,,1,IB,2822,ALC,BIO,Y,0,CR9 CR2
1212,302,Directed,302869,,,1,IB,2822,ALC,BRU,Y,0,320
1212,609,Directed,302870,,,1,IB,2822,ALC,CPH,Y,0,320
1212,488,Directed,302871,,,1,IB,2822,ALC,CWL,Y,0,320
1212,4029,Directed,302872,,,1,IB,2822,ALC,DME,Y,0,320
1212,1555,Directed,302873,,,1,IB,2822,ALC,FCO,,0,320
1212,1225,Directed,302874,,,1,IB,2822,ALC,IBZ,Y,0,CR9 AT7 CR2
1212,502,Directed,302875,,,1,IB,2822,ALC,LGW,Y,0,319 734
1212,1054,Directed,302876,,,1,IB,2822,ALC,LPA,Y,0,CR9
1212,1229,Directed,302877,,,1,IB,2822,ALC,MAD,Y,0,32S
1212,231,Directed,302878,,,1,IB,2822,ALC,ORN,Y,0,320
1212,1386,Directed,302879,,,1,IB,2822,ALC,ORY,Y,0,320
1212,3998,Directed,302880,,,1,IB,2822,ALC,PMI,Y,0,320
210,1218,Directed,302881,,,1,IB,2822,ALG,BCN,Y,0,320
210,1229,Directed,302882,,,1,IB,2822,ALG,MAD,,0,319
2170,1218,Directed,302883,,,1,IB,2822,AMM,BCN,Y,0,320
2170,1229,Directed,302884,,,1,IB,2822,AMM,MAD,Y,0,319 320
580,1230,Directed,302885,,,1,IB,2822,AMS,AGP,Y,0,320
580,1212,Directed,302886,,,1,IB,2822,AMS,ALC,Y,0,320
580,1218,Directed,302887,,,1,IB,2822,AMS,BCN,Y,0,320
580,1216,Directed,302888,,,1,IB,2822,AMS,BIO,Y,0,320
580,1225,Directed,302889,,,1,IB,2822,AMS,IBZ,Y,0,320
580,3998,Directed,302890,,,1,IB,2822,AMS,PMI,Y,0,320
580,1253,Directed,302891,,,1,IB,2822,AMS,SVQ,Y,0,320
580,1246,Directed,302892,,,1,IB,2822,AMS,VLC,Y,0,320
2874,502,Directed,302893,,,1,IB,2822,ANU,LGW,Y,0,777
2874,1760,Directed,302894,,,1,IB,2822,ANU,PUJ,Y,0,777
2874,2891,Directed,302895,,,1,IB,2822,ANU,SKB,Y,0,777
2874,2901,Directed,302896,,,1,IB,2822,ANU,TAB,Y,0,777
2802,2789,Directed,302897,,,1,IB,2822,AQP,LIM,Y,0,319
737,1218,Directed,302898,,,1,IB,2822,ARN,BCN,Y,0,320
737,507,Directed,302899,,,1,IB,2822,ARN,LHR,Y,0,320 321 319
737,1229,Directed,302900,,,1,IB,2822,ARN,MAD,Y,0,32S
3941,1218,Directed,302901,,,1,IB,2822,ATH,BCN,Y,0,320
3682,507,Directed,302902,,,1,IB,2822,ATL,LHR,Y,0,777
3682,3576,Directed,302903,,,1,IB,2822,ATL,MIA,Y,0,738
3682,3830,Directed,302904,,,1,IB,2822,ATL,ORD,Y,0,E75
2179,507,Directed,302905,,,1,IB,2822,AUH,LHR,Y,0,777
2179,2194,Directed,302906,,,1,IB,2822,AUH,MCT,Y,0,777
3673,507,Directed,302907,,,1,IB,2822,AUS,LHR,,0,788
2057,11051,Directed,302908,,,1,IB,2822,BAH,DOH,Y,0,777
2057,507,Directed,302909,,,1,IB,2822,BAH,LHR,Y,0,777
1218,628,Directed,302910,,,1,IB,2822,BCN,AAL,Y,0,320
1218,1055,Directed,302911,,,1,IB,2822,BCN,ACE,Y,0,320
1218,1230,Directed,302912,,,1,IB,2822,BCN,AGP,Y,0,320
1218,1212,Directed,302913,,,1,IB,2822,BCN,ALC,Y,0,320
1218,210,Directed,302914,,,1,IB,2822,BCN,ALG,Y,0,320
1218,2170,Directed,302915,,,1,IB,2822,BCN,AMM,Y,0,320
1218,580,Directed,302916,,,1,IB,2822,BCN,AMS,Y,0,320
1218,737,Directed,302917,,,1,IB,2822,BCN,ARN,Y,0,320
1218,3941,Directed,302918,,,1,IB,2822,BCN,ATH,Y,0,320
1218,1403,Directed,302919,,,1,IB,2822,BCN,BES,Y,0,320
1218,636,Directed,302920,,,1,IB,2822,BCN,BGO,Y,0,320
1218,1216,Directed,302921,,,1,IB,2822,BCN,BIO,Y,0,320
1218,1050,Directed,302922,,,1,IB,2822,BCN,BJL,Y,0,320
1218,1538,Directed,302923,,,1,IB,2822,BCN,BLQ,Y,0,320
1218,1264,Directed,302924,,,1,IB,2822,BCN,BOD,Y,0,320
1218,1501,Directed,302925,,,1,IB,2822,BCN,BRI,Y,0,320
1218,302,Directed,302926,,,1,IB,2822,BCN,BRU,Y,0,320
1218,1382,Directed,302927,,,1,IB,2822,BCN,CDG,,0,320
1218,1074,Directed,302928,,,1,IB,2822,BCN,CMN,Y,0,73G 320 738
1218,609,Directed,302929,,,1,IB,2822,BCN,CPH,Y,0,320
1218,1509,Directed,302930,,,1,IB,2822,BCN,CTA,,0,320
1218,488,Directed,302931,,,1,IB,2822,BCN,CWL,Y,0,320
1218,1200,Directed,302932,,,1,IB,2822,BCN,DBV,Y,0,320
1218,1084,Directed,302933,,,1,IB,2822,BCN,DKR,,0,320
1218,4029,Directed,302934,,,1,IB,2822,BCN,DME,Y,0,320
1218,338,Directed,302935,,,1,IB,2822,BCN,DRS,Y,0,320
1218,373,Directed,302936,,,1,IB,2822,BCN,DTM,,0,320
1218,345,Directed,302937,,,1,IB,2822,BCN,DUS,Y,0,320 738 321
1218,1242,Directed,302938,,,1,IB,2822,BCN,EAS,Y,0,320 319
1218,535,Directed,302939,,,1,IB,2822,BCN,EDI,Y,0,320
1218,1555,Directed,302940,,,1,IB,2822,BCN,FCO,Y,0,320
1218,1066,Directed,302941,,,1,IB,2822,BCN,FEZ,Y,0,320
1218,1563,Directed,302942,,,1,IB,2822,BCN,FLR,Y,0,320
1218,340,Directed,302943,,,1,IB,2822,BCN,FRA,Y,0,320
1218,1051,Directed,302944,,,1,IB,2822,BCN,FUE,Y,0,320
1218,1528,Directed,302945,,,1,IB,2822,BCN,GOA,Y,0,320
1218,687,Directed,302946,,,1,IB,2822,BCN,GOT,Y,0,320
1218,1223,Directed,302947,,,1,IB,2822,BCN,GRX,Y,0,320
1218,352,Directed,302948,,,1,IB,2822,BCN,HAJ,Y,0,320
1218,342,Directed,302949,,,1,IB,2822,BCN,HAM,Y,0,320
1218,421,Directed,302950,,,1,IB,2822,BCN,HEL,Y,0,321 320
1218,1225,Directed,302951,,,1,IB,2822,BCN,IBZ,Y,0,320
1218,2944,Directed,302952,,,1,IB,2822,BCN,IEV,Y,0,320
1218,3797,Directed,302953,,,1,IB,2822,BCN,JFK,Y,0,763
1218,2939,Directed,302954,,,1,IB,2822,BCN,KBP,Y,0,737
1218,1220,Directed,302955,,,1,IB,2822,BCN,LCG,,0,320
1218,2948,Directed,302956,,,1,IB,2822,BCN,LED,Y,0,320
1218,1213,Directed,302957,,,1,IB,2822,BCN,LEI,Y,0,320
1218,348,Directed,302958,,,1,IB,2822,BCN,LEJ,Y,0,319 320
1218,6756,Directed,302959,,,1,IB,2822,BCN,LEN,Y,0,CR2
1218,502,Directed,302960,,,1,IB,2822,BCN,LGW,Y,0,320 319 734
1218,507,Directed,302961,,,1,IB,2822,BCN,LHR,Y,0,320 319 321
1218,1399,Directed,302962,,,1,IB,2822,BCN,LIL,,0,320
1218,1638,Directed,302963,,,1,IB,2822,BCN,LIS,Y,0,320
1218,1054,Directed,302964,,,1,IB,2822,BCN,LPA,Y,0,320
1218,629,Directed,302965,,,1,IB,2822,BCN,LUX,Y,0,320
1218,1335,Directed,302966,,,1,IB,2822,BCN,LYS,Y,0,320
1218,1229,Directed,302967,,,1,IB,2822,BCN,MAD,,0,321 319 320
1218,1231,Directed,302968,,,1,IB,2822,BCN,MAH,Y,0,320
1218,3576,Directed,302969,,,1,IB,2822,BCN,MIA,Y,0,763
1218,1606,Directed,302970,,,1,IB,2822,BCN,MLA,Y,0,320
1218,1353,Directed,302971,,,1,IB,2822,BCN,MRS,Y,0,320
1218,346,Directed,302972,,,1,IB,2822,BCN,MUC,Y,0,320
1218,1524,Directed,302973,,,1,IB,2822,BCN,MXP,Y,0,320
1218,1561,Directed,302974,,,1,IB,2822,BCN,NAP,Y,0,320
1218,1354,Directed,302975,,,1,IB,2822,BCN,NCE,Y,0,320
1218,5673,Directed,302976,,,1,IB,2822,BCN,NDR,Y,0,320
1218,1418,Directed,302977,,,1,IB,2822,BCN,NTE,Y,0,320
1218,347,Directed,302978,,,1,IB,2822,BCN,NUE,Y,0,320
1218,1636,Directed,302979,,,1,IB,2822,BCN,OPO,,0,320
1218,231,Directed,302980,,,1,IB,2822,BCN,ORN,Y,0,320
1218,1386,Directed,302981,,,1,IB,2822,BCN,ORY,Y,0,320
1218,644,Directed,302982,,,1,IB,2822,BCN,OSL,Y,0,320
1218,1657,Directed,302983,,,1,IB,2822,BCN,OTP,Y,0,320
1218,1214,Directed,302984,,,1,IB,2822,BCN,OVD,Y,0,320
1218,3998,Directed,302985,,,1,IB,2822,BCN,PMI,Y,0,320
1218,1512,Directed,302986,,,1,IB,2822,BCN,PMO,Y,0,320
1218,1587,Directed,302987,,,1,IB,2822,BCN,PRG,Y,0,320 319
1218,1562,Directed,302988,,,1,IB,2822,BCN,PSA,Y,0,320
1218,1075,Directed,302989,,,1,IB,2822,BCN,RAK,Y,0,320
1218,6757,Directed,302990,,,1,IB,2822,BCN,RGS,Y,0,CR2
1218,1415,Directed,302991,,,1,IB,2822,BCN,RNS,Y,0,320
1218,1243,Directed,302992,,,1,IB,2822,BCN,SCQ,Y,0,320
1218,1251,Directed,302993,,,1,IB,2822,BCN,SDR,Y,0,320
1218,1238,Directed,302994,,,1,IB,2822,BCN,SLM,Y,0,CR2
1218,350,Directed,302995,,,1,IB,2822,BCN,STR,Y,0,320
1218,666,Directed,302996,,,1,IB,2822,BCN,SVG,Y,0,320
1218,1253,Directed,302997,,,1,IB,2822,BCN,SVQ,Y,0,320
1218,1057,Directed,302998,,,1,IB,2822,BCN,TFN,Y,0,320
1218,1056,Directed,302999,,,1,IB,2822,BCN,TFS,Y,0,320
1218,1273,Directed,303000,,,1,IB,2822,BCN,TLS,Y,0,320
1218,1590,Directed,303001,,,1,IB,2822,BCN,TLV,Y,0,763 320 744 739
1218,1080,Directed,303002,,,1,IB,2822,BCN,TNG,Y,0,320 73G
1218,1526,Directed,303003,,,1,IB,2822,BCN,TRN,Y,0,320
1218,351,Directed,303004,,,1,IB,2822,BCN,TXL,Y,0,320 738 321
1218,1551,Directed,303005,,,1,IB,2822,BCN,VCE,Y,0,320
1218,1250,Directed,303006,,,1,IB,2822,BCN,VGO,Y,0,320
1218,1613,Directed,303007,,,1,IB,2822,BCN,VIE,Y,0,320 321
1218,1247,Directed,303008,,,1,IB,2822,BCN,VLL,Y,0,CR2
1218,679,Directed,303009,,,1,IB,2822,BCN,WAW,,0,320
1218,1226,Directed,303010,,,1,IB,2822,BCN,XRY,,0,320
1218,1208,Directed,303011,,,1,IB,2822,BCN,ZAG,Y,0,320
1218,1678,Directed,303012,,,1,IB,2822,BCN,ZRH,Y,0,320
4069,502,Directed,303013,,,1,IB,2822,BDA,LGW,Y,0,777
1403,1218,Directed,303014,,,1,IB,2822,BES,BCN,Y,0,320
2875,502,Directed,303015,,,1,IB,2822,BGI,LGW,Y,0,777
636,1218,Directed,303016,,,1,IB,2822,BGO,BCN,Y,0,320
467,507,Directed,303017,,,1,IB,2822,BHD,LHR,Y,0,319
1216,1055,Directed,303018,,,1,IB,2822,BIO,ACE,Y,0,320
1216,1230,Directed,303019,,,1,IB,2822,BIO,AGP,Y,0,320
1216,1212,Directed,303020,,,1,IB,2822,BIO,ALC,Y,0,CR9 CR2
1216,580,Directed,303021,,,1,IB,2822,BIO,AMS,Y,0,320
1216,1218,Directed,303022,,,1,IB,2822,BIO,BCN,Y,0,320
1216,1051,Directed,303023,,,1,IB,2822,BIO,FUE,Y,0,320
1216,1225,Directed,303024,,,1,IB,2822,BIO,IBZ,Y,0,320
1216,1220,Directed,303025,,,1,IB,2822,BIO,LCG,Y,0,320
1216,507,Directed,303026,,,1,IB,2822,BIO,LHR,,0,320
1216,1054,Directed,303027,,,1,IB,2822,BIO,LPA,Y,0,320
1216,1229,Directed,303028,,,1,IB,2822,BIO,MAD,,0,321 319 320
1216,1524,Directed,303029,,,1,IB,2822,BIO,MXP,Y,0,320
1216,1386,Directed,303030,,,1,IB,2822,BIO,ORY,Y,0,320
1216,3998,Directed,303031,,,1,IB,2822,BIO,PMI,Y,0,320 CR9
1216,1243,Directed,303032,,,1,IB,2822,BIO,SCQ,Y,0,CR9
1216,1253,Directed,303033,,,1,IB,2822,BIO,SVQ,Y,0,320
1216,1057,Directed,303034,,,1,IB,2822,BIO,TFN,Y,0,320
1216,351,Directed,303035,,,1,IB,2822,BIO,TXL,Y,0,320
1216,1250,Directed,303036,,,1,IB,2822,BIO,VGO,Y,0,CR9
1216,1246,Directed,303037,,,1,IB,2822,BIO,VLC,Y,0,CR2 CR9 AT7
1050,1218,Directed,303038,,,1,IB,2822,BJL,BCN,Y,0,320
3885,507,Directed,303039,,,1,IB,2822,BKK,LHR,Y,0,777
1538,1218,Directed,303040,,,1,IB,2822,BLQ,BCN,Y,0,320
1538,1229,Directed,303041,,,1,IB,2822,BLQ,MAD,Y,0,CRK
1538,1386,Directed,303042,,,1,IB,2822,BLQ,ORY,,0,320
1264,1218,Directed,303043,,,1,IB,2822,BOD,BCN,Y,0,320
1264,1229,Directed,303044,,,1,IB,2822,BOD,MAD,Y,0,CRK CR9
1264,3998,Directed,303045,,,1,IB,2822,BOD,PMI,Y,0,320
2709,1229,Directed,303046,,,1,IB,2822,BOG,MAD,,0,345 346
3448,507,Directed,303047,,,1,IB,2822,BOS,LHR,Y,0,777 744
3448,1229,Directed,303048,,,1,IB,2822,BOS,MAD,,0,333
1501,1218,Directed,303049,,,1,IB,2822,BRI,BCN,Y,0,320
1501,1563,Directed,303050,,,1,IB,2822,BRI,FLR,,0,320
302,1230,Directed,303051,,,1,IB,2822,BRU,AGP,Y,0,320
302,1212,Directed,303052,,,1,IB,2822,BRU,ALC,Y,0,320
302,1218,Directed,303053,,,1,IB,2822,BRU,BCN,Y,0,320
302,1555,Directed,303054,,,1,IB,2822,BRU,FCO,,0,320
302,1225,Directed,303055,,,1,IB,2822,BRU,IBZ,,0,320
302,1638,Directed,303056,,,1,IB,2822,BRU,LIS,,0,320
302,1229,Directed,303057,,,1,IB,2822,BRU,MAD,,0,321 320
302,1636,Directed,303058,,,1,IB,2822,BRU,OPO,,0,320
302,3998,Directed,303059,,,1,IB,2822,BRU,PMI,,0,320
302,1243,Directed,303060,,,1,IB,2822,BRU,SCQ,,0,320
