id,latitude,longitude
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LGG,50.637402,5.44322
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LHR,51.4706,-0.461941
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LAX,33.942501,-118.407997
LHR,51.4706,-0.461941
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LHR,51.4706,-0.461941
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
LIS,38.7813,-9.13592
