awb,source,target,peso,pesotaxavel
047-09467566,OPO,YYZ,826.0,826.0
020-96252612,OPO,JNB,1461.0,1461.0
118-11470546,LIS,LAD,795.4,795.4
047-09467570,OPO,EWR,1350.0,1354.67
125-93200100,OPO,DFW,57.0,57.0
020-96252623,OPO,AUS,128.0,160.0
047-09467592,OPO,MPM,13.0,13.0
125-93200111,OPO,JNB,195.0,195.0
235-15605553,OPO,DOH,65.0,65.0
118-11470550,LIS,LAD,2395.5,2395.5
125-93200122,OPO,MIA,317.7,395.0
075-49672302,OPO,MEX,215.0,215.0
125-93200133,OPO,LHR,76.0,76.0
118-11470572,OPO,LAD,620.3,620.3
125-93200144,OPO,AUS,366.65,791.0
125-93200155,OPO,LAX,496.25,816.0
125-93200166,OPO,AUS,151.0,192.0
176-64182834,OPO,AKL,310.0,310.0
235-15605575,OPO,CAN,144.0,486.0
406-55343234,OPO,DXB,1500.0,1500.0
176-64182845,OPO,SGN,65.0,140.8
118-11470583,OPO,LAD,5916.0,5916.0
118-11470594,LIS,LAD,1043.5,1043.5
176-64182856,OPO,NRT,,
118-11470605,OPO,LAD,,
118-11470616,OPO,LAD,,
047-09467614,OPO,MPM,,
047-07265602,LAX,OPO,127.0,272.0
176-24251194,HKG,OPO,,235.0
580-25816055,SHA,LIS,336.0,350.0
501-09006200,CGO,OPO,11430.0,20318.334
112-82260172,PVG,AMS,406.0,406.0
172-44743064,CMH,OPO,3735.0,3735.0
176-15777322,DAC,OPO,1225.0,1225.0
047-06830380,RAI,OPO,,100.0
23544351484,HEL,DXB,,62.0
172-13196632,GOT,OPO,,700.0
17242052975,ICN,OPO,,346.167
331-89645603,PDL,OPO,,1.0
047-06522740,CGO,OPO,,452.0
047-06831156,RAI,OPO,,2.5
020-62996662,PVG,OPO,,178.0
172-44761360,TPE,OPO,,224.0
235-44252364,CAN,OPO,,1667.0
235-44287132,TPE,OPO,,405.328
784-15424441,PVG,AMS,400.0,400.0
580-26076330,CGO,OPO,1095.0,1095.0
125-68962950,CCU,OPO,125.0,125.0
047-06831204,RAI,OPO,,13.101
580-26076293,CGO,OPO,,1404.0
176-24011002,HKG,OPO,161.0,235.0
047-06522961,CGO,OPO,200.0,288.334
047-06522946,CGO,OPO,1045.0,1016.0
047-06522806,PVG,OPO,2355.0,2570.0
047-06522795,CGO,OPO,132.0,132.0
112-82765465,SZX,AMS,573.0,573.0
047-06021816,GRU,OPO,70.0,260.0
262-71337803,SJW,AMS,2275.0,2818.334
057-86407510,ORD,OPO,2316.0,2316.0
020-63021630,SZX,OPO,288.0,240.0
016-21806746,NYC,AMS,189.0,229.566
235-46452243,TPE,OPO,,123.631
176-21167860,IKA,OPO,,15.0
047-07265613,ORD,OPO,177.0,177.0
157-10298816,HKG,JNB,,507.0
176-24738921,SGN,OPO,529.21,907.788
074-37506431,SCL,OPO,,1561.0
047-02035294,YYZ,OPO,,1195.0
757-00494813,NJI,OPO,,11281.0
75700094824,NJI,OPO,,3683.0
757-00094835,NJI,OPO,,15520.0
235-46453654,TPE,OPO,,321.0
756-69423900,TNA,AMS,9150.0,10755.0
756-69423856,SHG,AMS,9150.0,10755.0
074-41597695,PVG,OPO,,218.0
057-94241733,DFW,OPO,,74.0
047-07265635,CLE,OPO,1450.0,1450.0
172-14833825,ICN,OPO,,626.912
047-06719521,PDX,OPO,,571.0
071-39669943,MPM,CGK,,113.274
33189645931,PDL,OPO,,3.0
047-06113763,TER,OPO,,4.0
047-06670705,LAD,OPO,,166.0
047-07675426,GRU,OPO,,
057-86407532,CLE,OPO,1320.0,1268.0
075-67913882,MEX,OPO,,217.0
331-82052073,TER,OPO,,80.0
047-07752802,MPM,OPO,,151.872
047-07752791,MPM,OPO,,324.0
074-39652804,NBG,OPO,288.0,289.0
047-07432316,MAD,MPM,,
580-26552374,XMN,OPO,716.0,716.0
479-32446761,PVG,OPO,,410.0
074-37926954,PEK,OPO,,1031.94
074-39647753,PEK,OPO,,1382.4
58026858871,PVG,AMS,634.0,634.0
17244786243,XMN,OPO,74.0,74.0
4700000000,SHG,OPO,280.0,280.0
155-01878402,SGH,OPO,145.0,216.667
047-02036462,YYZ,OPO,320.0,320.0
731-94589552,XMN,AMS,3201.01,3552.0
5792368080,DFW,OPO,,266.0
23515093691,TPE,OPO,,470.4
11811306676,LAD,CDG,,24.0
172-46287566,SZX,OPO,375.0,466.667
176-24574476,AKL,OPO,2214.0,3386.264
176-24575132,AKL,OPO,837.0,837.0
057-86407554,CLE,OPO,1220.0,1220.0
331-89646071,PDL,OPO,,1.296
074-36088975,CLE,OPO,5444.0,5444.0
020-95450331,PVG,OPO,,420.0
020-95402086,PEK,OPO,,76.0
057-85086595,LAX,OPO,416.0,925.0
580-27146066,ZGZ,OPO,,2958.0
235-48082462,PEK,OPO,,980.0
112-84229401,CAN,AMS,215.0,215.0
047-06832534,RAI,OPO,,5.0
020-94772521,ICN,OPO,256.0,256.0
047-02036425,YUL,OPO,59.0,295.021
501-09912556,ZGZ,AMS,,4713.555
RCC202100275,DIJ,OPO,250.0,250.0
071-39669954,MPM,OPO,,210.0
047-07265672,DFW,OPO,24.0,24.0
057-86407576,ORD,OPO,375.0,375.0
176-27697423,ORD,DXB,490.0,490.0
047-06671431,LAD,OPO,,2.0
176-27697445,CLE,DXB,1600.0,1600.0
057-86407580,ORD,OPO,130.0,130.0
047-06832851,RAI,OPO,,8.0
016-61629245,CLE,OPO,,149.0
074-33711366,DAC,OPO,80.0,94.5
047-06523053,CGO,OPO,,2742.0
403-14549894,PVG,OPO,,5058.0
227-50236174,KHN,OPO,,2719.0
227-50234564,CGO,OPO,,2962.0
501-09912221,CGO,OPO,,
235-13561936,DAC,OPO,38.0,47.0
047-06719576,MKE,OPO,285.0,285.0
950926207346,PVG,OPO,,9.6
157-16890495,CAN,OPO,,129.05
075-36410404,MEX,OPO,,60.8
235-15140145,SZX,OPO,250.0,250.0
731-94589703,XAM,AMS,313.0,313.0
172-44941304,PUS,OPO,3544.0,3544.0
020-58044125,LAX,OPO,25.0,29.0
235-15140635,CAN,OPO,200.0,200.0
580-27439716,WUH,OPO,,3006.0
235-15740104,TPE,OPO,81.0,81.0
172-41879854,BOS,OPO,354.0,354.0
176-60680130,PVG,OPO,,3489.0
176-60680126,PVG,OPO,,3489.0
074-43461386,WUH,OPO,,124.0
074-43147425,PVG,OPO,,110.0
020-90424283,PEK,OPO,150.0,150.0
331-98709365,SMA,OPO,,1.0
047-07721711,TER,OPO,,1.0
235-15732135,TPE,OPO,,478.0
047-07699145,GRU,OPO,854.0,854.0
235-16768765,CAN,OPO,180.0,180.0
016-61629820,CLE,AMS,,166.0
074-42269415,PVG,OPO,445.0,445.0
155-01883453,TPE,OPO,1461.0,1462.4
074-41368106,PVG,OPO,,581.0
176-28064455,BOM,OPO,215.0,300.0
074-43920015,XMN,OPO,93.0,93.0
731-94640696,XMN,AMS,3205.0,4280.0
999-12773961,PVG,AMS,875.0,875.0
235-15740793,TPE,OPO,273.0,273.0
731-94667915,XMN,AMS,420.8,543.334
235-17724512,JNB,OPO,,431.0
074-43487566,SHG,OPO,67.0,100.0
172-48216022,SZX,OPO,,271.0
724-20932612,NRT,OPO,120.0,127.0
731-94668302,XMN,AMS,854.0,1111.667
057-92368286,DFW,OPO,,60.0
047-09449753,TOR,OPO,269.0,305.0
057-96014741,ORD,OPO,420.0,420.0
074-44445310,PVG,OPO,170.0,160.0
020-58044136,LAX,OPO,22.0,29.167
125-93073820,TPE,OPO,170.0,170.0
125-93073945,TPE,OPO,254.0,280.0
020-36574742,TAO,OPO,876.0,894.0
172-47544615,CGK,OPO,,45.0
731-94668523,XMN,AMS,91.1,112.0
112-86283050,XMN,AMS,720.4,786.5
057-99757206,PVG,OPO,362.0,302.0
235-15753835,TPE,OPO,,477.0
112-86632696,PVG,AMS,167.0,167.0
235-18615240,ICN,OPO,,78.0
157-11487711,JNB,OPO,,26.428
731-94692485,XMN,AMS,1119.48,1680.0
235-21354303,TPE,OPO,218.0,288.0
618-86442392,PVG,MPM,86.0,103.334
235-18620641,ICN,OPO,291.0,297.0
016-64781920,CLE,OPO,,147.0
731-94721233,XMN,AMS,540.0,625.0
235-16495146,ISB,OPO,,64.0
074-42270885,PVG,OPO,,233.0
074-44168246,PEK,OPO,,3084.0
172-48736424,CGO,OPO,,1088.0
020-57379781,KIX,OPO,80.0,80.0
235-21354686,TPE,OPO,,12.8
047-07265742,CLE,LAD,,1277.0
047-07265753,CMH,OPO,5271.0,5271.0
176-66456364,CAN,OPO,448.0,448.0
580-27712344,PVG,AMS,427.0,510.0
235-21066651,SZX,OPO,,342.0
731-94721432,XMN,AMS,1381.0,1965.0
020-90157266,MEX,OPO,1.0,2.267
074-45114484,PVG,OPO,146.0,146.0
172-49363274,SZX,OPO,,
235-22414700,IST,OPO,,17.6
047-07374754,LHR,OPO,,51.5
112-86283820,XMN,AMS,676.0,1100.0
176-67691816,CLE,LAD,,77.0
501-10714362,ICN,OPO,,4151.0
057-92803292,SFO,OPO,,113.4
047-06733241,FNC,OPO,5.0,5.0
78415049230,SZX,AMS,,
1621806551,CLE,AMS,,
176-22341900,HKG,AMS,,48.563
057-86407506,ORD,OPO,1881.0,1881.0
047-06669235,LAD,AMS,3.0,3.334
047-06522751,CGO,OPO,,
784-15455263,CAN,AMS,,
176-25557976,CCU,OPO,1175.0,1175.0
020-58294036,SLC,OPO,,
125,OPO,,,
016-61629105,CLE,AMS,,230.0
016-61629562,CLE,AMS,,103.0
331-98710290,PIX,OPO,,
331-89845906,PDL,OPO,1.0,1.0
331-98702074,PDL,OPO,,
331-88867041,SJZ,OPO,,
331-89845976,PDL,OPO,4.0,4.0
331-89846035,PDL,OPO,1.0,1.61
